6.1101,17.5920
5.5277,9.1302
8.5186,13.6620
7.0032,11.8540
5.8598,6.8233
8.3829,11.8860
7.4764,4.3483
8.5781,12.0000
6.4862,6.5987
5.0546,3.8166
5.7107,3.2522
14.1640,15.5050
5.7340,3.1551
8.4084,7.2258
5.6407,0.7162
5.3794,3.5129
6.3654,5.3048
5.1301,0.5608
6.4296,3.6518
7.0708,5.3893
6.1891,3.1386
20.2700,21.7670
5.4901,4.2630
6.3261,5.1875
5.5649,3.0825
18.9450,22.6380
12.8280,13.5010
10.9570,7.0467
13.1760,14.6920
22.2030,24.1470
5.2524,-1.2200
6.5894,5.9966
9.2482,12.1340
5.8918,1.8495
8.2111,6.5426
7.9334,4.5623
8.0959,4.1164
5.6063,3.3928
12.8360,10.1170
6.3534,5.4974
5.4069,0.5566
6.8825,3.9115
11.7080,5.3854
5.7737,2.4406
7.8247,6.7318
7.0931,1.0463
5.0702,5.1337
5.8014,1.8440
11.7000,8.0043
5.5416,1.0179
7.5402,6.7504
5.3077,1.8396
7.4239,4.2885
7.6031,4.9981
6.3328,1.4233
6.3589,-1.4211
6.2742,2.4756
5.6397,4.6042
9.3102,3.9624
9.4536,5.4141
8.8254,5.1694
5.1793,-0.7428
21.2790,17.9290
14.9080,12.0540
18.9590,17.0540
7.2182,4.8852
8.2951,5.7442
10.2360,7.7754
5.4994,1.0173
20.3410,20.9920
10.1360,6.6799
7.3345,4.0259
6.0062,1.2784
7.2259,3.3411
5.0269,-2.6807
6.5479,0.2968
7.5386,3.8845
5.0365,5.7014
10.2740,6.7526
5.1077,2.0576
5.7292,0.4795
5.1884,0.2042
6.3557,0.6786
9.7687,7.5435
6.5159,5.3436
8.5172,4.2415
9.1802,6.7981
6.0020,0.9270
5.5204,0.1520
5.0594,2.8214
5.7077,1.8451
7.6366,4.2959
5.8707,7.2029
5.3054,1.9869
8.2934,0.1445
13.3940,9.0551
5.4369,0.6171
